PA,K%,BB%,ISO,Spd,LD%,GB%,FB%,IFFB%,HR/FB,Soft%,Med%,Hard%,Swing% (pi),O-Swing% (pi),Z-Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Def,HR,AVG,OBP,SLG,wOBA,wRC+,BsR,WAR
126,16.70%,9.50%,0.035,2.8,21.50%,51.60%,26.90%,8.00%,0.00%,15.10%,60.20%,24.70%,44.70%,21.00%,67.90%,66.70%,87.80%,1.1,0,0.281,0.349,0.316,0.306,85,-1,0.2
361,15.80%,4.70%,0.132,0.9,21.60%,55.40%,23.00%,4.50%,16.70%,22.00%,50.50%,27.50%,57.90%,39.50%,77.40%,65.10%,87.60%,10.6,11,0.267,0.299,0.399,0.306,93,-4.2,1.5
538,14.30%,5.90%,0.174,1.7,22.20%,32.70%,45.10%,11.10%,12.20%,15.20%,53.80%,31.00%,43.50%,28.90%,58.00%,72.10%,92.60%,11.5,23,0.232,0.286,0.406,0.306,94,-3.2,2.4
387,15.80%,12.40%,0.085,3.5,20.60%,51.10%,28.30%,11.70%,6.50%,16.80%,56.60%,26.60%,41.80%,22.10%,59.10%,61.70%,88.90%,10.7,5,0.248,0.347,0.332,0.306,90,1.3,2
417,24.50%,6.20%,0.153,0.4,18.90%,40.70%,40.40%,10.60%,11.50%,19.90%,47.50%,32.60%,44.40%,29.40%,59.20%,56.70%,87.80%,15.3,13,0.237,0.296,0.389,0.306,93,-1.9,2.5
202,23.30%,15.80%,0.152,1,16.90%,37.30%,45.80%,18.50%,11.10%,18.20%,53.70%,28.10%,35.40%,19.80%,50.80%,49.40%,86.40%,-0.1,6,0.2,0.333,0.352,0.305,76,-2.7,-0.2
371,10.00%,11.90%,0.063,0.6,21.20%,53.00%,25.80%,5.50%,2.70%,13.20%,65.20%,21.60%,41.40%,24.30%,56.10%,79.50%,94.50%,18.4,2,0.274,0.365,0.338,0.305,88,1,2.7
171,22.80%,9.40%,0.187,0.4,22.40%,35.30%,42.20%,20.40%,14.30%,16.40%,51.70%,31.90%,45.90%,28.70%,64.00%,58.30%,83.30%,3.2,7,0.219,0.292,0.406,0.305,81,-2.4,0.2
532,15.60%,6.60%,0.155,2,23.20%,30.30%,46.50%,10.50%,7.40%,21.00%,52.20%,26.80%,45.50%,35.60%,56.70%,73.30%,91.60%,3.4,14,0.251,0.305,0.406,0.305,91,0.8,1.7
144,27.10%,7.60%,0.185,1.9,20.00%,40.00%,40.00%,13.90%,13.90%,27.70%,42.60%,29.80%,46.80%,39.10%,55.20%,60.30%,87.30%,2.4,5,0.231,0.291,0.415,0.305,88,0.5,0.6
502,18.70%,9.40%,0.128,1.3,15.40%,46.40%,38.30%,5.80%,8.00%,16.20%,54.90%,29.00%,42.90%,29.60%,58.20%,73.10%,88.50%,17.5,11,0.249,0.319,0.377,0.305,84,-4.7,2.1
107,23.40%,10.30%,0.151,2.3,22.50%,29.60%,47.90%,14.70%,2.90%,15.50%,54.90%,29.60%,41.10%,26.00%,56.30%,59.60%,88.40%,1,1,0.237,0.308,0.387,0.305,75,-0.4,0.1
234,24.80%,12.40%,0.132,3.4,17.90%,40.70%,41.40%,8.60%,6.90%,21.10%,49.30%,29.60%,49.80%,24.20%,69.80%,50.00%,72.90%,4.3,4,0.218,0.33,0.35,0.305,71,-0.1,0.3
435,32.90%,12.60%,0.142,1.3,22.10%,37.40%,40.40%,6.30%,11.60%,9.40%,48.10%,42.60%,47.30%,32.30%,65.40%,48.40%,76.40%,4.6,11,0.22,0.32,0.362,0.304,93,-1,1.5
372,29.00%,4.80%,0.202,2.6,17.80%,37.20%,45.00%,14.70%,16.50%,14.80%,52.70%,32.50%,52.40%,37.50%,67.90%,58.40%,83.00%,5.2,18,0.233,0.275,0.435,0.304,87,-0.9,1.2
331,34.40%,10.30%,0.2,2.1,15.90%,48.40%,35.70%,3.10%,21.50%,19.80%,49.50%,30.80%,45.70%,29.00%,64.60%,52.90%,73.90%,6.4,14,0.217,0.299,0.417,0.304,84,-2.6,0.8
117,12.00%,12.00%,0.069,1.4,28.10%,40.40%,31.50%,14.30%,3.60%,23.60%,61.80%,14.60%,47.80%,22.10%,72.20%,69.40%,88.80%,0.3,1,0.267,0.35,0.337,0.304,90,-0.9,0.2
376,25.00%,13.80%,0.169,0.7,14.60%,42.00%,43.40%,15.30%,15.30%,19.70%,46.10%,34.20%,38.10%,19.80%,55.90%,46.70%,84.50%,5.6,15,0.207,0.32,0.376,0.304,82,-2.6,0.7
324,24.10%,4.60%,0.146,1.7,25.20%,37.20%,37.60%,18.80%,9.40%,23.40%,48.90%,27.80%,53.20%,41.10%,65.90%,51.20%,85.60%,3.1,8,0.256,0.296,0.402,0.304,80,-3.7,0.2
116,36.20%,9.50%,0.167,3,15.30%,39.00%,45.80%,18.50%,14.80%,12.90%,48.40%,38.70%,46.30%,25.70%,68.40%,41.50%,74.70%,5.8,4,0.216,0.298,0.382,0.304,85,0.2,0.8
448,17.40%,10.00%,0.126,2,18.70%,44.30%,37.00%,7.70%,8.50%,14.60%,49.70%,35.70%,37.30%,19.80%,52.50%,72.10%,90.60%,10.1,10,0.238,0.318,0.364,0.304,94,-0.3,2.2
606,14.00%,3.60%,0.144,2.6,21.40%,39.10%,39.50%,17.30%,8.70%,22.80%,46.00%,31.30%,55.00%,44.50%,66.80%,74.50%,93.20%,16.6,17,0.26,0.289,0.403,0.303,91,-3,2.9
341,11.40%,5.30%,0.1,2.1,19.60%,46.90%,33.60%,8.80%,5.50%,13.70%,54.50%,31.80%,45.00%,23.40%,63.80%,76.60%,93.50%,6.2,5,0.268,0.32,0.368,0.303,90,0.2,1.4
304,16.10%,6.60%,0.164,3.6,17.90%,42.30%,39.70%,8.60%,10.80%,14.50%,57.70%,27.80%,48.00%,34.70%,63.80%,66.80%,89.40%,6.3,10,0.25,0.299,0.414,0.303,82,-3.1,0.6
206,15.50%,3.90%,0.072,1,17.50%,61.40%,21.10%,8.60%,2.90%,20.50%,56.00%,23.50%,57.00%,39.90%,73.70%,62.00%,84.20%,-1.5,1,0.297,0.32,0.369,0.303,86,-1.9,-0.1
190,19.50%,7.40%,0.141,1.6,21.10%,39.10%,39.80%,7.50%,11.30%,16.90%,58.80%,24.30%,51.70%,29.30%,72.80%,61.20%,81.10%,2.8,6,0.235,0.302,0.376,0.303,95,-0.7,0.8
373,12.90%,4.80%,0.145,1.7,21.30%,40.20%,38.50%,10.50%,7.00%,17.60%,53.00%,29.50%,48.00%,28.70%,66.60%,70.20%,92.50%,3.4,8,0.258,0.301,0.403,0.303,85,-4.3,0.5
183,19.70%,4.90%,0.132,2,22.30%,43.10%,34.60%,8.90%,13.30%,18.80%,48.90%,32.30%,56.90%,37.00%,74.90%,60.70%,88.20%,3.1,6,0.246,0.304,0.377,0.303,85,-2.6,0.3
152,19.70%,7.90%,0.185,2.1,16.80%,45.80%,37.40%,10.00%,15.00%,22.00%,55.10%,22.90%,51.80%,28.40%,74.40%,64.90%,81.30%,-1.5,6,0.222,0.287,0.407,0.303,83,-1,0
530,21.70%,10.20%,0.139,1.3,18.20%,40.90%,40.90%,11.80%,11.10%,21.50%,50.00%,28.50%,49.30%,29.50%,70.20%,63.40%,81.90%,7.9,16,0.227,0.316,0.367,0.303,87,-1.7,1.5
579,18.00%,7.40%,0.182,2.2,17.60%,38.50%,43.90%,11.10%,11.60%,16.00%,52.80%,31.30%,48.70%,33.00%,67.00%,72.20%,87.30%,14.8,22,0.235,0.287,0.417,0.302,86,-1,2.6
515,12.40%,7.40%,0.148,2.2,20.10%,35.80%,44.10%,14.20%,8.00%,24.90%,54.70%,20.40%,41.90%,24.50%,57.20%,77.70%,90.60%,10.8,14,0.237,0.301,0.385,0.302,90,-3.1,1.9
503,7.80%,3.00%,0.118,2,15.60%,48.50%,35.90%,8.30%,5.80%,18.10%,56.90%,25.10%,56.10%,43.70%,69.50%,75.40%,92.90%,9.2,9,0.27,0.3,0.388,0.302,80,-6.3,0.9
355,20.30%,7.60%,0.159,2.1,23.40%,33.50%,43.10%,7.50%,10.30%,18.30%,51.20%,30.60%,48.00%,31.50%,64.70%,62.30%,87.60%,6.8,11,0.234,0.299,0.394,0.301,88,0.1,1.4
261,16.90%,4.60%,0.148,1.7,16.90%,50.30%,32.80%,7.80%,9.40%,14.00%,58.00%,28.00%,47.10%,29.60%,64.50%,54.90%,88.20%,6.4,6,0.246,0.293,0.394,0.301,70,-4.7,0
114,15.80%,10.50%,0.141,2.4,20.70%,46.30%,32.90%,3.70%,11.10%,13.30%,57.80%,28.90%,53.40%,31.10%,79.10%,61.40%,86.50%,2.4,3,0.232,0.319,0.374,0.301,83,-1.2,0.3
483,25.30%,10.80%,0.139,0.8,13.60%,41.90%,44.50%,14.20%,9.70%,20.10%,52.80%,27.10%,42.70%,26.60%,60.70%,63.30%,83.70%,9.4,13,0.22,0.313,0.359,0.301,76,-3.4,0.8
376,32.70%,12.00%,0.167,4.2,20.20%,45.80%,34.00%,1.40%,15.90%,15.00%,49.80%,35.30%,44.00%,29.10%,62.20%,53.90%,81.00%,6.8,11,0.21,0.307,0.377,0.301,89,-3.3,1.2
201,19.40%,10.00%,0.08,2.2,24.30%,52.20%,23.50%,3.10%,6.30%,16.10%,58.40%,25.60%,42.30%,21.40%,59.20%,69.10%,90.60%,3.9,2,0.247,0.337,0.328,0.301,85,-1.1,0.6
197,24.40%,7.10%,0.117,1.9,16.80%,49.60%,33.60%,11.40%,9.10%,19.70%,53.00%,27.30%,51.00%,42.70%,59.60%,65.90%,88.10%,3.4,4,0.244,0.31,0.361,0.301,79,-0.7,0.4
148,18.90%,6.10%,0.148,3.5,24.30%,29.90%,45.80%,8.20%,8.20%,13.50%,55.90%,30.60%,47.30%,35.30%,58.40%,77.20%,88.90%,2.1,4,0.252,0.295,0.4,0.301,90,0.3,0.6
487,15.60%,9.00%,0.169,2.3,19.00%,39.80%,41.20%,10.00%,13.30%,16.90%,50.60%,32.50%,42.50%,28.20%,58.00%,74.10%,94.00%,10.4,20,0.23,0.3,0.399,0.3,87,-3.5,1.5
553,14.80%,2.40%,0.166,1.7,20.70%,41.90%,37.40%,14.10%,12.40%,19.80%,56.20%,24.00%,54.10%,43.60%,67.10%,72.20%,92.10%,12,21,0.26,0.28,0.426,0.3,87,-6.7,1.6
464,9.30%,2.60%,0.124,1,20.20%,39.90%,39.90%,6.20%,6.20%,16.50%,55.80%,27.80%,61.60%,50.20%,74.70%,78.30%,96.20%,-1,10,0.278,0.296,0.403,0.3,77,-3.5,-0.3
420,17.10%,8.60%,0.122,2.2,24.90%,47.50%,27.50%,3.60%,8.30%,14.80%,57.10%,28.10%,47.60%,30.90%,65.00%,70.30%,86.20%,11,7,0.257,0.323,0.379,0.3,83,-6.5,0.9
294,15.60%,3.10%,0.105,0.9,19.50%,57.10%,23.40%,7.40%,7.40%,21.30%,56.20%,22.60%,54.40%,37.00%,70.50%,69.00%,87.00%,-0.1,4,0.283,0.309,0.388,0.3,85,-2.6,0.2
521,9.80%,8.10%,0.08,2.5,21.00%,51.10%,27.90%,4.30%,5.10%,15.00%,58.40%,26.60%,49.00%,28.50%,67.00%,79.90%,90.30%,21.9,6,0.262,0.329,0.342,0.3,84,-5.8,2.3
488,6.80%,4.90%,0.106,2.9,23.30%,47.70%,29.00%,4.10%,7.40%,16.50%,56.90%,26.60%,45.70%,26.20%,64.40%,88.90%,94.20%,6,9,0.272,0.311,0.378,0.3,77,-6.3,0.1
101,10.90%,2.00%,0.074,3.2,20.50%,45.80%,33.70%,10.70%,3.60%,15.90%,58.00%,26.10%,50.50%,32.70%,65.70%,70.00%,94.00%,4.7,1,0.298,0.309,0.372,0.299,74,-1.2,0.4
333,21.30%,10.80%,0.112,1.8,21.50%,43.50%,35.00%,2.60%,9.00%,12.50%,49.60%,38.00%,44.20%,24.30%,64.40%,54.30%,86.80%,0.7,7,0.228,0.316,0.34,0.299,81,-3.4,0.1
303,18.50%,6.90%,0.19,1.7,18.70%,37.80%,43.60%,19.40%,12.20%,25.20%,42.00%,32.70%,44.70%,34.80%,56.00%,72.90%,91.30%,-6,12,0.233,0.285,0.423,0.299,83,-2.4,-0.5
407,23.10%,10.60%,0.164,4.8,16.80%,37.10%,46.10%,10.20%,9.30%,13.40%,55.70%,30.90%,40.80%,22.70%,56.30%,53.10%,84.30%,6.3,11,0.205,0.303,0.369,0.299,77,0.4,0.9
284,20.40%,13.40%,0.141,3.3,16.80%,50.00%,33.20%,3.30%,13.10%,18.90%,54.10%,27.00%,50.00%,29.60%,72.70%,71.80%,80.70%,-1.3,8,0.216,0.327,0.357,0.299,82,-2.4,-0.1
266,27.10%,3.80%,0.157,2.4,24.20%,46.20%,29.70%,7.40%,14.80%,21.30%,50.30%,28.40%,49.40%,36.00%,64.00%,65.50%,82.80%,0.5,8,0.256,0.287,0.413,0.299,82,-0.3,0.4
306,14.40%,4.90%,0.132,1.9,21.80%,39.90%,38.30%,8.60%,7.50%,13.50%,67.40%,19.20%,48.30%,33.30%,61.40%,62.60%,93.00%,4.9,7,0.26,0.296,0.391,0.298,80,-2.6,0.5
467,15.00%,4.10%,0.147,5.8,21.30%,44.80%,33.90%,5.50%,7.90%,20.50%,50.30%,29.30%,50.10%,32.90%,66.40%,75.30%,91.10%,8.8,10,0.259,0.29,0.406,0.298,89,1,1.9
187,38.00%,10.70%,0.146,1.1,11.40%,44.30%,44.30%,10.30%,12.80%,13.30%,45.60%,41.10%,45.80%,25.70%,64.80%,28.90%,69.30%,-0.5,5,0.196,0.308,0.342,0.298,86,0.9,0.4
150,10.00%,10.70%,0.121,1,12.60%,37.00%,50.40%,8.30%,6.70%,21.90%,55.50%,22.70%,43.10%,19.90%,69.00%,81.30%,87.00%,0,4,0.235,0.313,0.356,0.297,75,-0.4,0
425,21.20%,3.80%,0.122,3.1,23.10%,49.80%,27.00%,7.20%,8.40%,16.10%,57.30%,26.60%,52.20%,38.80%,66.20%,58.60%,87.60%,8,7,0.264,0.297,0.387,0.297,84,-5.2,1
544,9.00%,6.10%,0.123,3.2,17.00%,42.20%,40.80%,20.20%,7.10%,20.70%,48.90%,30.40%,45.10%,26.30%,61.60%,75.70%,93.10%,6.7,13,0.242,0.303,0.366,0.297,84,-1.4,1.4
244,14.30%,8.20%,0.173,1.7,14.20%,38.80%,47.00%,10.50%,11.60%,18.80%,48.40%,32.80%,48.60%,32.80%,71.80%,69.80%,83.00%,0.4,10,0.224,0.292,0.397,0.297,68,-1.5,-0.3
418,23.00%,9.10%,0.141,2.7,16.20%,42.80%,41.00%,10.50%,7.90%,14.80%,58.60%,26.60%,48.20%,26.80%,69.10%,59.30%,82.10%,2.4,9,0.224,0.304,0.365,0.297,75,-1.8,0.2
224,14.70%,7.60%,0.112,2.4,19.70%,48.60%,31.80%,18.20%,5.50%,21.80%,50.00%,28.20%,45.20%,26.20%,64.10%,68.50%,87.60%,4.7,3,0.252,0.309,0.364,0.297,77,-3.8,0.2
192,18.20%,3.60%,0.153,3.5,22.10%,39.30%,38.60%,16.10%,12.50%,19.10%,46.90%,34.00%,47.60%,35.10%,60.60%,61.70%,85.80%,6,7,0.256,0.289,0.409,0.296,85,-0.6,0.8
253,24.90%,12.30%,0.096,0.9,20.30%,47.50%,32.30%,3.90%,5.90%,17.00%,47.80%,35.20%,41.50%,25.90%,56.50%,73.40%,85.00%,3.8,3,0.237,0.329,0.333,0.296,84,-3.1,0.4
227,22.90%,2.20%,0.11,1.4,21.90%,43.80%,34.30%,5.20%,5.20%,10.10%,64.50%,25.40%,57.00%,39.20%,76.20%,55.20%,82.40%,1.8,3,0.28,0.295,0.39,0.296,90,-0.4,0.6
192,15.10%,8.90%,0.129,0.9,21.90%,37.00%,41.10%,10.00%,8.30%,14.40%,55.50%,30.10%,43.10%,26.80%,59.30%,62.60%,89.60%,3.6,5,0.246,0.307,0.374,0.296,84,-1.5,0.5
235,18.70%,15.30%,0.062,5.2,20.40%,60.50%,19.10%,6.90%,0.00%,16.90%,64.90%,18.20%,35.80%,13.20%,52.80%,49.10%,86.00%,1.6,0,0.226,0.348,0.287,0.296,87,-2.7,0.3
553,17.90%,5.20%,0.126,1.1,24.60%,42.60%,32.90%,5.00%,10.80%,14.00%,56.50%,29.60%,51.40%,37.80%,66.90%,64.90%,89.10%,-9,15,0.26,0.298,0.386,0.295,90,-7.6,-0.5
475,23.20%,10.70%,0.114,1,21.40%,47.20%,31.40%,6.20%,11.30%,14.90%,51.50%,33.70%,48.60%,29.50%,69.50%,60.00%,81.50%,6.1,11,0.23,0.318,0.344,0.295,81,-4.4,0.6
151,32.50%,8.60%,0.185,1.9,20.50%,37.50%,42.00%,8.10%,16.20%,12.40%,56.20%,31.50%,40.20%,21.40%,57.20%,45.00%,80.90%,1.3,6,0.215,0.28,0.4,0.295,89,0.9,0.5
263,14.80%,11.80%,0.107,1.7,21.80%,37.80%,40.40%,15.80%,6.60%,16.80%,61.10%,22.10%,39.30%,19.80%,55.80%,65.60%,92.80%,6.4,5,0.218,0.318,0.324,0.295,90,-2.2,1.1
132,24.20%,11.40%,0.114,2.6,18.10%,32.50%,49.40%,22.00%,4.90%,25.30%,43.40%,31.30%,46.10%,28.60%,65.10%,52.50%,82.70%,3,2,0.228,0.326,0.342,0.295,76,-1.4,0.2
145,26.20%,9.70%,0.136,3,21.60%,44.30%,34.10%,6.70%,10.00%,15.70%,51.70%,32.60%,36.60%,20.70%,51.10%,67.70%,85.10%,2.9,3,0.216,0.313,0.352,0.295,84,-0.6,0.5
137,8.00%,3.60%,0.047,1.6,27.70%,47.10%,25.20%,6.70%,0.00%,14.30%,62.20%,23.50%,47.40%,29.30%,63.00%,84.90%,97.00%,0.2,0,0.287,0.321,0.333,0.295,77,-1.7,-0.1
408,24.00%,6.40%,0.155,1.8,20.00%,42.50%,37.50%,8.70%,12.60%,16.50%,55.20%,28.30%,53.20%,31.50%,74.00%,52.20%,84.60%,12.5,13,0.233,0.29,0.389,0.295,89,-1.9,1.9
367,9.30%,7.90%,0.051,1.8,22.30%,51.00%,26.70%,12.70%,0.00%,22.50%,57.00%,20.50%,43.30%,26.20%,61.50%,80.00%,95.40%,1.1,0,0.273,0.334,0.324,0.295,83,-2.9,0.3
242,21.90%,14.00%,0.077,2.4,23.40%,49.00%,27.60%,17.50%,7.50%,22.50%,57.60%,19.90%,40.30%,23.10%,55.50%,53.70%,90.00%,4.5,3,0.214,0.338,0.291,0.294,80,-1.5,0.5
477,11.70%,11.70%,0.1,1.2,15.40%,48.30%,36.30%,8.50%,4.60%,17.90%,53.20%,28.90%,42.50%,19.60%,69.50%,63.40%,90.20%,10,6,0.235,0.326,0.336,0.294,75,-4.4,0.6
163,17.80%,7.40%,0.161,1.4,13.50%,49.50%,36.90%,9.80%,14.60%,21.60%,49.10%,29.30%,42.10%,23.00%,57.80%,68.20%,87.60%,2.8,6,0.21,0.298,0.371,0.294,80,-1.8,0.2
253,22.10%,13.80%,0.149,1.9,17.90%,44.40%,37.70%,3.50%,14.00%,21.20%,50.60%,28.20%,40.10%,23.70%,58.30%,53.70%,85.30%,7.8,8,0.202,0.332,0.351,0.294,77,-0.3,0.9
148,29.10%,9.50%,0.15,3.7,18.90%,46.70%,34.40%,16.10%,9.70%,17.80%,48.90%,33.30%,44.30%,21.00%,68.30%,61.30%,75.00%,-1.4,3,0.218,0.297,0.368,0.294,87,-1.3,0
219,30.10%,18.30%,0.096,1.3,27.90%,40.50%,31.50%,8.60%,11.40%,11.50%,57.50%,31.00%,39.90%,17.80%,60.80%,31.80%,75.50%,1.8,4,0.191,0.339,0.287,0.294,82,-1.3,0.3
138,6.50%,2.20%,0.078,1.3,17.80%,55.90%,26.30%,6.50%,3.20%,9.80%,68.30%,22.00%,51.80%,37.70%,67.00%,78.30%,97.10%,-0.1,1,0.279,0.307,0.357,0.294,75,-1,-0.1
587,7.70%,8.50%,0.078,3.8,17.70%,45.70%,36.60%,5.80%,1.20%,15.20%,68.10%,16.70%,40.80%,26.70%,52.20%,85.00%,94.40%,21.7,2,0.246,0.327,0.324,0.293,74,2.3,2.4
344,14.80%,7.30%,0.095,2.1,17.60%,42.30%,40.10%,5.60%,3.70%,19.00%,54.90%,26.10%,43.40%,23.60%,61.80%,64.10%,91.40%,9.4,4,0.259,0.311,0.354,0.293,76,-0.8,1
133,18.80%,9.80%,0.052,4.6,23.90%,51.10%,25.00%,8.70%,0.00%,27.40%,59.00%,13.70%,45.40%,21.10%,66.10%,47.20%,86.70%,4.6,0,0.267,0.336,0.319,0.293,80,-0.7,0.5
224,28.10%,6.70%,0.133,2.2,19.10%,41.10%,39.70%,16.10%,8.90%,16.30%,48.20%,35.50%,47.00%,33.60%,60.00%,55.90%,88.40%,-5,5,0.227,0.295,0.36,0.292,78,-3.2,-0.7
273,13.20%,9.20%,0.13,2.7,17.70%,43.10%,39.20%,8.50%,6.10%,23.20%,54.00%,22.80%,36.50%,20.50%,52.00%,71.40%,95.20%,0.4,5,0.224,0.298,0.354,0.292,85,-3.5,0.1
185,22.20%,3.20%,0.101,3.2,21.90%,51.60%,26.60%,11.80%,2.90%,26.30%,39.10%,34.60%,53.40%,31.90%,74.70%,74.60%,82.00%,1.3,1,0.256,0.3,0.357,0.292,72,-1.6,-0.1
310,31.30%,7.10%,0.138,2,23.20%,35.70%,41.10%,6.60%,11.80%,14.70%,56.80%,28.40%,51.90%,35.60%,69.50%,55.10%,81.00%,4.9,9,0.233,0.29,0.371,0.291,66,-1.9,0
299,23.70%,8.00%,0.141,1.8,19.10%,42.70%,38.20%,11.80%,11.80%,19.40%,52.20%,28.40%,49.10%,30.80%,67.40%,55.50%,84.40%,8,9,0.233,0.301,0.374,0.291,81,-1.7,1
512,29.50%,6.60%,0.144,2.8,19.60%,44.80%,35.60%,6.20%,12.40%,15.70%,54.40%,29.90%,48.60%,31.40%,67.00%,60.70%,81.20%,5.3,14,0.222,0.286,0.366,0.291,86,0.3,1.6
172,16.90%,3.50%,0.05,0.6,22.30%,53.80%,23.80%,9.70%,0.00%,22.20%,60.00%,17.80%,42.50%,29.30%,55.10%,71.60%,90.20%,2.2,0,0.289,0.32,0.34,0.29,83,0.8,0.5
397,18.60%,9.30%,0.089,5.2,17.50%,51.30%,31.30%,8.10%,3.50%,18.90%,56.40%,24.60%,45.20%,27.10%,62.10%,64.20%,87.20%,2.5,3,0.235,0.318,0.324,0.29,70,-1.8,-0.2
301,16.60%,8.00%,0.131,0.9,18.70%,40.00%,41.30%,16.10%,6.50%,17.70%,53.50%,28.80%,47.90%,27.40%,67.70%,78.70%,90.20%,0.2,6,0.23,0.293,0.361,0.29,71,-3.3,-0.4
168,24.40%,4.20%,0.14,1.9,10.40%,57.40%,32.20%,10.80%,10.80%,21.60%,58.60%,19.80%,61.40%,44.30%,75.30%,64.80%,78.10%,7.8,4,0.236,0.286,0.376,0.29,73,-2.5,0.5
140,20.70%,5.00%,0.101,0.4,26.70%,42.60%,30.70%,3.20%,9.70%,15.80%,58.40%,25.70%,53.90%,40.20%,69.80%,55.80%,88.20%,-0.9,3,0.248,0.3,0.349,0.29,88,0.1,0.2
248,15.30%,6.00%,0.083,1,21.20%,44.00%,34.70%,3.00%,3.00%,22.20%,50.00%,27.80%,48.50%,27.70%,68.70%,67.50%,91.40%,0.3,2,0.268,0.312,0.351,0.29,82,-3.5,-0.1
162,30.90%,11.10%,0.113,0.6,18.10%,50.00%,31.90%,10.00%,10.00%,19.20%,56.40%,24.50%,46.80%,26.70%,66.20%,44.40%,77.40%,3.6,3,0.225,0.309,0.338,0.29,68,-1.4,0.1
526,11.00%,8.70%,0.064,4.1,20.20%,44.10%,35.80%,12.00%,1.40%,18.50%,63.70%,17.80%,41.90%,24.60%,56.40%,73.10%,93.00%,9.8,2,0.241,0.331,0.305,0.29,72,-0.3,0.8
476,33.20%,3.60%,0.205,3.4,16.60%,33.90%,49.50%,5.70%,15.70%,14.80%,54.20%,31.00%,54.30%,40.00%,69.80%,47.30%,78.20%,8.9,22,0.199,0.254,0.404,0.29,87,-1.3,1.8
448,20.50%,4.00%,0.134,3.5,18.50%,53.60%,28.00%,5.30%,10.60%,9.80%,61.40%,28.80%,57.00%,42.60%,71.00%,64.60%,85.20%,11.3,10,0.249,0.28,0.384,0.289,71,-2.4,0.7
197,23.40%,12.20%,0.096,1.4,16.30%,48.00%,35.80%,4.50%,4.50%,18.40%,56.00%,25.60%,44.00%,22.20%,66.30%,64.80%,85.60%,2.9,2,0.222,0.323,0.317,0.289,85,-3.3,0.3
248,28.60%,10.50%,0.166,1.3,17.20%,50.30%,32.40%,4.30%,17.00%,25.20%,43.10%,31.80%,39.20%,19.10%,59.30%,51.00%,82.90%,5.8,8,0.207,0.291,0.373,0.289,75,-1.5,0.5
231,16.50%,4.80%,0.158,2.6,20.60%,27.40%,52.00%,14.30%,8.80%,21.40%,51.10%,27.50%,56.80%,40.80%,74.70%,73.60%,85.60%,7.4,8,0.234,0.281,0.392,0.289,81,-3.5,0.7
303,26.70%,4.00%,0.174,1.1,19.20%,42.30%,38.50%,10.00%,11.30%,18.10%,48.10%,33.80%,52.80%,32.70%,73.60%,50.50%,85.80%,4.1,9,0.244,0.272,0.418,0.289,78,-0.8,0.4
213,22.10%,10.80%,0.13,2.8,15.70%,42.10%,42.10%,10.20%,10.20%,17.10%,52.10%,30.70%,46.90%,32.60%,61.20%,62.10%,86.40%,-2.8,6,0.216,0.31,0.346,0.289,74,-1.2,-0.4
112,23.20%,7.10%,0.079,0.8,15.80%,61.80%,22.40%,0.00%,11.80%,15.60%,61.00%,23.40%,44.30%,20.70%,61.30%,65.70%,83.30%,1.2,2,0.267,0.324,0.347,0.289,59,-0.4,-0.1
109,22.00%,7.30%,0.07,1.2,21.30%,42.70%,36.00%,18.50%,3.70%,18.20%,52.00%,29.90%,39.80%,22.00%,58.90%,46.90%,78.90%,3.9,1,0.26,0.315,0.33,0.289,84,0,0.6
196,14.80%,6.60%,0.08,2.4,19.60%,54.10%,26.40%,5.10%,2.60%,16.20%,63.00%,20.80%,49.30%,32.40%,65.80%,66.40%,88.50%,3.8,1,0.261,0.309,0.341,0.288,70,-1.2,0.1
174,15.50%,6.90%,0.082,3,16.30%,45.00%,38.80%,18.00%,2.00%,18.70%,48.50%,32.80%,48.50%,31.80%,64.60%,66.70%,90.40%,2.3,1,0.253,0.306,0.335,0.288,75,-2.6,0.1
361,28.80%,5.80%,0.118,0.6,17.10%,46.90%,36.00%,12.20%,11.00%,19.10%,50.00%,30.90%,50.00%,31.20%,68.30%,49.30%,83.20%,3.5,9,0.239,0.295,0.356,0.288,81,-2.2,0.5
210,28.60%,4.80%,0.136,0.7,19.70%,43.90%,36.40%,8.30%,14.60%,17.30%,51.10%,31.60%,51.90%,38.00%,68.80%,64.10%,79.90%,3.4,7,0.225,0.287,0.361,0.288,78,-1.2,0.4
103,17.50%,6.80%,0.099,2.3,21.60%,28.40%,50.00%,8.10%,2.70%,21.60%,56.80%,21.60%,46.80%,31.90%,64.20%,57.60%,89.20%,2.1,1,0.231,0.311,0.33,0.288,71,-1.6,0
206,18.90%,6.80%,0.113,2.6,15.30%,48.00%,36.70%,9.10%,7.30%,16.00%,51.30%,32.70%,46.10%,27.70%,62.00%,50.00%,84.90%,5.4,4,0.237,0.296,0.349,0.288,68,-2,0.2
431,24.10%,6.70%,0.143,2.1,19.00%,43.60%,37.40%,12.00%,13.90%,14.80%,47.90%,37.20%,50.20%,32.20%,69.70%,60.60%,78.20%,8.8,15,0.222,0.288,0.365,0.287,84,-0.6,1.4
128,22.70%,9.40%,0.086,2.1,23.00%,46.00%,31.00%,14.80%,0.00%,24.10%,48.30%,27.60%,42.40%,30.70%,55.40%,70.70%,85.70%,-1.7,0,0.241,0.313,0.328,0.287,78,0.2,-0.1
